Category;Title;Ingredients
entree;Gaspacho poivron & framboise;piment d'Espelette, poivron rouge, framboises, citron vert
entree;Le potage flamand revisité par Mymy;fromage râpé, lardons, sel, poivre, moutarde à l'ancienne, sirop de Liège, persil, chou de bruxelles, haricots verts, pomme de terre, eau, croûtons
entree;Melanzane à la parmagiana (aubergines à la tomate et à la...;sel, poivre, gros sel, huile de friture, huile d'olive, thym, oignon, tomate, aubergine, mozzarella, basilic, parmesan râpé, chapelure
entree;Mousse à la betterave rouge;sel, poivre, vinaigre, betterave, blanc d'oeuf, ail, queue
entree;Mozzarella en coulis de tomates;sel, poivre, huile d'olive, mozzarella, chapelure, coulis de tomate, basilic frais
entree;Nems végétariens sésame coriandre;huile de friture, gingembre, coriandre, purée, oignon, brocoli, champignons de Paris, patate douce, sauce soja, feuille de riz, piment, coriandre, sauce soja, beurre de cacahuètes, salade, menthe
entree;Pain de saumon facile;fromage blanc, saumon, Condiments
entree;Pain de thon et pommes de terre;sel, poivre, thon, pomme de terre, mayonnaise, estragon
entree;Pâté d'Anguille;persil, pâte brisée, jaune d'oeuf, anguille, oignon blanc, vin blanc
entree;Potage  Halloween;muscade, sel, poivre, persil, potiron, pomme de terre, crème liquide, oeuf
entree;Potage au potiron;piment, sel, poivre, oignon, carotte, tomate, potiron, bouillon de légumes
entree;Potage au potiron et à la noix de coco;sel, piment, courge, échalote, lait de coco, citron vert, graines de courge
entree;Saucisson à cuire au madère;clou de girofle, oignon, poivre, sel, emmental, saucisson, tomates pelées, madère, pomme de terre
entree;Soufflé de noix de St Jacques;sel, poivre, noix de saint-jacques, crème fraîche liquide, ail, oeuf
entree;Soupe à l'ail des bois;poivre, sel, ail, eau, cresson
entree;Soupe à l'oignon au porto;porto, beurre, farine, oignon, Volaille, pain, oeuf, Parmesan
entree;soupe à la tomate à l'ail;sel, poivre, crème fraîche, feuille de laurier, vinaigre balsamique, tomate, tomates concassées, huile d'olive, oignon, ail, bouillon de légumes, soja
entree;Soupe au fromage et oignons;persil, poivre, farine de blé, beurre, carotte, oignon, eau, cube de bouillon, lait, pomme, bleu
entree;Soupe au pistou facile;sel, poivre, huile d'olive, ail, basilic, Parmesan, sel, poivre, huile d'olive, courgette, tomate, poireau, oignon, haricots verts, pomme de terre, cube de bouillon
entree;Soupe au potiron et vermicelles;sucre, vermicelles, potiron, lait
entree;Soupe aux 3 légumes épicés;huile d'olive, curry, piment de Cayenne, courgette, carotte, pomme de terre, cube de bouillon, concentré de tomates
entree;Soupe aux bananes plantain et aux poireaux;sel, poivre, blanc de poireau, banane plantain, bouillon de volaille
entree;Soupe aux poivrons jaunes;poivron jaune, kub or, Saint Morêt
entree;soupe crémeuse au potiron et à la tomate;crème fraîche, sucre, thym, poivre, sel, oignon, tomate, potiron, pomme de terre
entree;Soupe crémeuse aux fanes de radis et poudre de jambon;poivre, sel, crème fraîche, jambon cru, pomme de terre, oignon blanc, bouillon de légumes, radis
entree;Soupe d'endives pour se réchauffer;huile d'olive, poivre, sucre roux, oignon, endive, cube de bouillon
entree;Soupe de tomates diététique;oignon, sucre, carotte, tomates pelées, navet, ail
entree;Soupe extra express;sel, poivre, crème fraîche, persil, huile d'olive, courgette, carotte, poireau, oignon, céleri, potiron, pomme de terre, brique, bacon
entree;Soupe froide de concombre au lait de chèvre et coriandre;huile d'olive, coriandre, concombre, ciboulette, jus de citron, lait de chèvre
entree;Soupe gourmande (marron et potimarron);poivre, sel, beurre, saucisse de morteau, marrons, potimarron, panais
entree;Soupe paysanne à la citrouille;oignon, lardons, citrouille, pomme de terre, pain
entree;Tartare de saumon à la coriandre;sel, poivre, huile d'olive, vinaigre balsamique, saumon frais, citron vert, sauce soja, feuilles de coriandre, citron vert, pain
entree;Tartare de saumon sur lit de carmine;poivre, huile d'olive, moutarde, saumon frais, jus de citron, câpres, échalote, anchois, jaune d'oeuf, ciboulette, Carmine®
entree;Tartare de thon rouge avocat et ciboulette;vinaigre balsamique, huile d'olive, tomate, thon rouge, avocat, sauce nuoc mam, ciboulette
entree;tarte facile au boursin;sel, poivre, gruyère râpé, pâte sablée, boursin, oeuf, crème liquide, concentré de tomates
entree;Tartines de la Montagne;crème fraîche, pain de campagne, raclette, bacon, coulis de tomate, champignons de Paris, salade, herbes de Provence
entree;Tartines gourmandes de chèvre chaud;huile d'olive, tabasco, sel, poivre, tomate, pain de campagne, crottin de Chavignol, herbes de Provence, basilic, ail
entree;Terrine aux 2 saumons;crème fraîche, oeuf, pain de mie, saumon fumé, saumon, citron, lait
entree;Terrine de courgettes et poivrons, coeur de haddock ( 9ème rencontre...;sel, poivre, noix de coco rapée, curry, poivron, courgette, oignon blanc, haddock, jaune d'oeuf, blanc d'oeuf, yaourt nature, lait
entree;Terrine de légumes au parmesan;farine, sel, poivre, muscade, oignon, tomate, aubergine, poivron rouge, poivron vert, courgette, Parmesan, oeuf, crème liquide
entree;Terrine de porc aux noisettes et au porto;feuille de laurier, clou de girofle, sel, huile d'olive, vin blanc, mélange 5 baies, herbes de Provence, échalote, feuille de laurier, porto, farine, porc, sauté de porc, noisettes, pain de mie, oeuf, ail, lait
entree;Terrine de surimi et thon facile;sel, poivre, persil, farine, beurre, thon, surimi, biscotte, lait, oeuf, ail, paprika
entree;Terrine de thon à l'avocat;piment de Cayenne, sel, poivre, moutarde de Dijon, beurre, avocat, citron, thon
entree;Terrine de viande économique;sel, poivre, thym, persil, rôti de dindonneau, chair à saucisse, jambonneau, oeuf, échalote, ail, lait, barde de lard
entree;Tian d'aubergines, tomates, mozzarella;sel, poivre, huile d'olive, thym, origan, tomates concassées, oignon, aubergine, tomate, ail, mozzarella, Parmesan, oeuf, crème liquide, basilic
entree;Tourte au thon, olives et oignons;poivre, sel, oignon, pâte brisée, thon, oeuf, olives vertes
entree;Velouté de chou fleur au bleu d'auvergne;beurre, poireau, Xérès, chou-fleur, bouillon de légumes, bleu d'Auvergne
entree;Velouté de cocos de Paimpol;beurre, coco de paimpol, pomme de terre, oseille, cerfeuil
entree;Velouté de laitue au cerfeuil;sel, poivre, beurre, farine, laitue, lait, crème épaisse, cerfeuil
entree;Velouté de légumes au chèvre;sel, poivre, carotte, courgette, pomme de terre, saumon fumé, fromage de chèvre, crème fraîche épaisse, ail
entree;Velouté de potimarron au curry;sel, beurre, crème fraîche, potimarron, châtaignes, couteau
entree;Velouté de potiron aux marrons;muscade, persil, oignon, marrons, potiron, lait, bouillon de légumes
entree;Velouté de saumon;curry, farine, beurre, crème fraîche, tomate, échalote, vin blanc sec, saumon frais, lait
entree;Brick de chèvre au sésame;sésame, gruyère râpé, brick, fromage de chèvre
entree;Brick jambon cru figue et mozzarella;gingembre, miel, figue, brick, jambon cru, mozzarella, huile de noix
entree;Burrata, Nduja croustillant et sauce aux herbes;Burrata AOP, njuda, basilic, citron, persil
entree;Cake surprise à la Tomme de Savoie;aneth, Tomme de Savoie, pain de mie, concombre, roquette, chutney, pignons, jambon de pays
entree;Carpaccio de Saint-Jacques et rutabaga;miel, patate douce, vinaigre de riz, cumin, coriandre, curry, fond de volaille, miel, sauce soja, gingembre, citronnelle, huile d'olive, oignon cébette, coriandre, beurre, noix de saint-jacques, rutabaga, pain de mie, sel et poivre, kiwi, kaki
entree;Carpaccio du veau du Ségala par Laurent Mariotte;quasi de veau, citron confit, romarin, huile d'olive, oignon nouveau, pignons, Parmesan, sel gris, poivre du moulin
entree;Croquettes de courgettes aux herbes et aux épices;poivre, sel, cumin, curry, farine, persil, oignon, courgette, ail, menthe, oeuf, mozzarella
entree;Duo d’endives en makis;endive rouge, endive, riz, vinaigre de riz, eau, sucre, petit suisse, fromage blanc, citron, sauce soja, raisins secs, huile d'olive, sel et poivre
entree;Fantaisie de Carmine® aux pruneaux et crevettes;endive Carmine®, crevettes, pruneau, gingembre, coriandre, citron, huile d'olive, sel et poivre
entree;Feuilleté à la menthe et au fromage frais;sel, crème fraîche, pâte feuilletée, fromage frais, menthe, jaune d'oeuf
entree;Galette de pommes de terre, fromage et champignons;poivre, oignon, pâte feuilletée, pomme de terre, fromage à raclette, champignon, confit d'oignon, crème fraîche épaisse, jaune d'oeuf
entree;Gâteau aux tomates confites et mozzarella au Cooking Chef;huile d'olive, levure chimique, farine, tomate séchée à l'huile d'olive, mozzarella, oeuf, lait, basilic frais, herbes de Provence, sel et poivre
entree;Gaufres feuilletées chorizo emmental de Frédéric;emmental, fromage frais, pâte feuilletée, chorizo
entree;"Gazpacho ""el Bulli"" (concombre et pêche)";sucre en poudre, huile d'olive, concombre, yaourt nature, pêche
entree;Gésiers confits au chutney de mangue en feuilles de brick;sésame, oignon, gésiers, chutney mangue, brick
entree;Grandes tartines au thon;poivre, huile d'olive, oignon, tomates pelées, pain de campagne, ail, thon, anchois
entree;Granité de gaspacho;menthe
entree;Gratin de minestrone;sel, poivre, huile, céleri, blette, tomates pelées, concentré de tomates, haricot, haricots verts, pomme de terre, nouilles, gruyère
entree;Gratin de ravioles à la mortadelle;gruyère râpé, crème fraîche, raviole, mortadelle
entree;Gratin de ravioles et épinard;huile d'olive, sel, poivre, gruyère râpé, épinards frais, raviole, muscade, maïzena, lait
entree;Gratin de Ravioles jambon-chèvre à la crème ail-persil;fécule de maïs, huile, farine, oeuf, persil, crème liquide, ail, cheddar, bûche de chèvre, jambon, Vache qui rit®, pain de mie, lait, cube de bouillon, jaune d'oeuf
entree;Harengs aux betteraves et aux oeufs;moutarde, vinaigre de cidre, huile, persil, betterave, oeuf, hareng
entree;Hoummous facile a l'échalote;huile d'olive, tabasco, pois chiches, citron, tahiné, échalote, paprika
entree;Iles flottantes en velouté de mâche;beurre, oeufs label rouge, mâche, crème épaisse, pomme de terre, paprika, eau, sel, poivre
entree;Jambon grill crème de tomate et ravioles;beurre, jambon, tomates pelées, crème fleurette, madère, échalote
entree;Jésus de Morteau en terrine;vin rouge, thym, oignon, pomme de terre, ail, laurier, jésus
entree;L’œuf cocotte en tomate de Frédéric;tomate, huile d'olive, crème fraîche, oeuf, pain de mie
entree;La célèbre Soupe au chou;fond de veau, carotte, chou, échalote, concentré de tomates, jambon blanc
entree;La soupe aux oeufs et aux tomates;tomate, ciboulette, oeuf
entree;La soupe de tomates épicée de Kit;tabasco, feuille de laurier, sucre, poivre, sel, oignon, carotte, tomate, pomme de terre, concentré de tomates, herbes
entree;La soupe du placard;poivre, sel, tomate, huile d'olive, piment, thym, eau, cube de bouillon, ail, pâtes
entree;La terrine de légumes de fanfan;quatre-épices, thym, sucre en poudre, poireau, carotte, épinards, jambon, oeuf, crème épaisse, vin blanc sec, tomates pelées, ail, laurier
entree;Le potage au potiron de Mamyvonne;sel, poivre, sucre, beurre, crème fraîche, poireau, oignon, potiron, lait, bouillon de volaille, pomme de terre
entree;Le soufflé au fromage d'Emilie;gruyère râpé, crème fraîche, beurre, petit pain individuel, parmesan râpé, oeuf, gruyère râpé, beurre, jambon
entree;Légumes en poivrons avec feuilleté de poireaux et champignons;épices, courgette, tomate, poivron, épices, poireau, fromage, champignon, crème épaisse, pâte feuilletée
entree;Les méga tartines de Léa : gouda-poulet et saumon-tomate;tomate, pain, gouda, filet de poulet, saumon fumé, gruyère, oignon nouveau
entree;Les Tartines de Christelle;fleur de sel, vinaigre de cidre, beurre, oignon, pain d'épices, pomme, Foie gras
entree;Les tartines de Mike;comté, courgette, carotte, oignon, vinaigre balsamique, huile d'olive, baguette, champignons de Paris, mélange 4 épices
entree;Les tartines provençales de Maud;gruyère râpé, origan, sel, poivre, huile d'olive, oignon, poivron rouge, tomate, pain, olives, basilic, herbes de Provence, mozzarella
entree;Lola & sa terrine de poisson légère;épices, gélatine, fromage blanc, poisson, concentré de tomates, herbes
entree;Lotte pistachée en feuille de brick;queue, brick, pistaches, blanc d'oeuf
entree;Loup en soupe de coco et safran;poivre, sel, curry, gingembre, curcuma, safran, loup, lait de coco
entree;Ma petite soupe verte;sel, poivre, persil, coriandre, poireau, navet, pomme de terre, haricots verts, marjolaine
entree;Ma soupe de légumes bien garnie;huile d'olive, sel, poivre, thym, moutarde, moutarde, moutarde, oignon, tomate, courgette, poireau, carotte, navet, céleri, pomme de terre, haricots verts, potiron, chou, ail, laurier, Volaille, poitrine fumée
entree;Ma soupe orange ou douceur des soirs de pluie;gros sel, curry, cumin en poudre, coriandre, huile d'arachide, carotte, courge musquée, pomme de terre, bouillon de légumes, eau, lait de coco, crème fraîche liquide, citron vert, croûtons
entree;Maïs en soufflé fromager;sel, poivre, beurre, farine, comté, lait, oeuf, maïs
entree;Maki à l'italienne;huile d'olive, tomate séchée, boeuf, ricotta, amandes, Parmesan, basilic
entree;Maki apéritif;pesto, pain de mie, blanc de poulet
entree;Maki Wrap;tortilla, escalope de poulet, fromage frais, salade
entree;Makis au Reblochon AOP;Reblochon de Savoie AOP, riz, feuille de nori, thon, avocat, vinaigre de riz
entree;Merveille du potager (soupe);crème fraîche, tomate, courgette, poireau, carotte, pomme de terre, haricot mange-tout, céleri, basilic
entree;Merveille terrine aux deux saumons;persil, sel, poivre, aneth, gélatine, saumon frais, saumon fumé, citron, mayonnaise, citron
entree;Mes brick à moi;sel, poivre, piment, Ras el Hanout, huile d'olive, oignon, steak, macédoine, oeuf
entree;Mille feuilles de courgettes au tartare;sel, poivre, huile d'olive, oignon, lardons, courgette, Fines herbes, parmesan râpé, herbes de Provence
entree;Millefeuille betterave-avocat;poivre, sel, huile d'olive, betterave, avocat, mozzarella, citron
entree;Millefeuille betteraves-mozzarella;poivre, sel, tomate, betterave, mozzarella, pain, vinaigrette, ail
entree;Millefeuilles de betterave rouge, pommes et châtaignes;beurre, sel, poivre, moutarde, persil, noix, poireau, betterave, pomme, châtaignes, échalote, yaourt nature, crème fraîche épaisse, bouillon, huile de noix, jus de citron
entree;Millefeuilles poire tomme;huile d'olive, poivre, noix, poire, jambon de pays, basilic
entree;Mini boeufs Wellington;origan, oignon, pâte feuilletée, champignon, herbes de Provence, boeuf, jaune d'oeuf
entree;Mini feuilletés à la grecque;pâte feuilletée, feta
entree;Mini feuilletés tomate fromage;huile d'olive, tomate séchée, pâte feuilletée, mozzarella, herbes de Provence
entree;minis feuilletés chévre bacon miel;persil, poivre, miel, pâte feuilletée, chèvre, bacon, ail, herbes de Provence
entree;Mon problème avec la soupe d'orties... c'est la présence de patates...;oignon, ortie, radis, échalote, cube de bouillon
entree;Mousse au chou romanesco au Companion;muscade, farine, beurre, chou romanesco, pecorino, oeuf, crème liquide, lait, sel et poivre
entree;Mousse au chou romanesco au Cooking Chef;muscade, farine, beurre, chou romanesco, pecorino, oeuf, crème liquide, lait, sel et poivre
entree;Mousse de saumon frais cuit au court-bouillon;sel, poivre, gélatine, crème fraîche, bouillon, saumon frais, poireau, oignon, carotte, court-bouillon, mayonnaise, ketchup, jus de citron, poivre de Cayenne
entree;Mousse légère de Gruyère suisse aux fruits secs et coriandre;sel, poivre, fleur d'oranger, huile d'olive, coriandre, pruneau, abricot, gruyère suisse, lait, crème liquide, pignons, datte
entree;Mozzarella / Tomates du vigneron;huile d'olive, tomate, mozzarella, raisin blanc, mâche, laitue
entree;Muffin-flan fraise/moutarde (la salade ! );sel, poivre, levure, moutarde, fraises, oeuf, farine semi complète, lait de soja, thon, paprika, moules
entree;Nems (sans cuisson préalable de la farce);huile, sel, poivre, quatre-épices, persil, champignon noir, galette de riz, crevettes, escalope de poulet, germes de soja, vermicelles de soja, champignon, oeuf, chair à saucisse
entree;Nems au chèvre et à la menthe;huile, poivre, feuille de riz, fromage de chèvre, menthe, baies roses, pignons
entree;Nems au chorizo;huile de friture, crème fraîche, poivron rouge, brick, chorizo, paprika, oeuf
entree;Nems au poulet de shyshy;gingembre, curry, champignon noir, carotte, brick, escalope de poulet, nouilles, petits pois, bouillon de poule
entree;Nems aux courgettes;sel, poivre, curry, oignon, courgette, échalote, chèvre, jambon blanc, riz, oeuf, feuille de riz
entree;Nems aux légumes;sel, poivre, carotte, poireau, champignon, brick, échalote, ail
entree;Nems bretons;sel, poivre, aneth, crème fraîche, galette de blé, saumon fumé, citron
entree;Nems de Bayonne;huile d'olive, tomate séchée, brick, jambon cru, tome de brebis
entree;Nems de chèvre aux fruits secs;sel, poivre, pruneau, abricot, brick, chèvre, sirop d'érable
entree;Nems de dinde;poivre, sel, carotte, oignon, feuille de riz, escalope de dinde, menthe, nuoc mam, sauce soja, crème liquide
entree;Nems de l'automne;poivre, muscade, chou, potiron, châtaignes, lardons fumés, cèpes
entree;Nems de porc maison;champignon noir, sel, vinaigre, oignon, carotte, sauté de porc, crabe, piment vert, germes de soja, feuille de riz
entree;Nems de reblochon;beurre, reblochon, brick
entree;Nems de saumon fumé à la ricotta;poivre, sel, galette de riz, saumon fumé, ricotta, céleri, soja
entree;Nems de scampis au safran;miel liquide, beurre, fleur de sel, safran, carotte, échalote, oignon rouge, scampi, ail, poivre de Cayenne, feuille de riz, citron
entree;Nems végétariens au tofu;sel, poivre, crème fraîche, poireau, carotte, tofu, céleri, pomme de terre, sauce pour nem, salade, menthe, feuille de riz
entree;Oeuf au Skyr inspiration turque;Skyr Danone du Monde, oeuf, huile d'olive, paprika, ail, piment, citron, sésame blond, menthe
entree;Oeuf cocotte à la crème de chorizo;tomate, oignon, tomate, chorizo, crème épaisse, oeuf
entree;Oeuf cocotte à la farce;gruyère râpé, farine, beurre, poivre, sel, oignon, pomme de terre, farce, oeuf, brique
entree;Oeuf cocotte au roquefort;muscade, sel, beurre, oeuf, roquefort
entree;Oeuf cocotte au surimi et à la tomate;tomate, oeuf, surimi, ciboulette, tzatziki, gruyère
entree;Oeuf cocotte aux asperges vertes;beurre doux, asperge verte, oignon blanc, poivre, sel, crème fraîche épaisse, oeuf, ciboulette
entree;Oeuf cocotte chèvre-asperge;poivre, sel, asperge, oeuf, fromage de chèvre, crème fraîche épaisse, ciboulette, paprika
entree;Oeuf cocotte épinard et velouté d'asperges;oignon, beurre, sucre en poudre, crème fraîche, asperge, oeuf, épinards frais, cube de bouillon, ciboulette
entree;oeuf cocotte roquefort et échalotes;sel, crème fraîche, oeuf, roquefort, échalote
entree;Oeuf Cocotte Soleado, lardons, tomate;poivre, sel, huile d'olive, crème fraîche, lardons, tomate, oignon rouge, ail, vin blanc, ciboulette, basilic, bouquet garni, oeuf
entree;Oeuf cocotte tomate, parmesan et piment d'espelette;piment d'Espelette, sel, poivre, crème fraîche, purée de tomate, oeuf, Parmesan
entree;Oeuf mayo tomatée par Laurent Mariotte;oeuf, jaune d'oeuf, huile de tournesol, tomate concentré, paprika, moutarde, sel et poivre
entree;Oeuf mollet aux shiratakis et jus d'épinards;piment d'Espelette, curry, oeuf, épinards frais, citron
entree;Oeuf parmesan en brick;oeuf, jambon, feuille de brick, parmesan râpé, ciboulette
entree;Oeufs cocotte à l'andouille de Vire;poivre, crème fraîche, Vache qui rit®, andouille, oeuf, ciboulette
entree;Oeufs cocotte à l'italienne;poivre, sauce tomate, oeuf, fromage grana padano, margarine
entree;Oeufs cocotte à la Bressane;sel, poivre, gruyère râpé, oeuf, maïs, poulet, brique
entree;Oeufs cocotte au tabasco;sel, poivre, huile d'olive, persil, tabasco, tomate, beurre, oeuf, crème fraîche liquide
entree;Oeufs cocotte aux champignons des bois;huile d'olive, persil, sel, poivre, cèpes, oeuf, crème liquide, échalote
entree;Oeufs cocotte aux échalotes;échalote, oeuf, jambon, crème fraîche épaisse
entree;Oeufs cocotte aux tomates séchées;sel, poivre, tomate séchée, oeuf, crème fraîche épaisse
entree;Oeufs cocotte campagnards;sel, poivre, crème fraîche, beurre, champignon, lardons fumés, oeuf, échalote, citron, ciboulette
entree;Oeufs cocotte en 2 minutes;sel, poivre, oeuf, lait, gruyère
entree;Oeufs durs à l'ail;poivre, sel, huile d'olive, oeuf, ail, ciboulette
entree;Oeufs durs à l'emmental;sel, poivre, emmental, oeuf, eau, mayonnaise
entree;Oeufs durs à la Jean-Baptiste;coriandre, oeuf, ketchup, fromage frais
entree;oeufs durs en beignets;huile, sel, vinaigre, oeuf, chapelure, sel, poivre, beurre, farine, lait
entree;Oeufs durs farcis à la crème de roquefort;sel, poivre, crème fraîche, oeuf, roquefort, paprika, concentré de tomates, laitue, olives
entree;Oeufs durs farcis à la crème et aux herbes;beurre, sel, poivre, persil, crème fraîche, oeuf, pain, lait, échalote, ciboulette
entree;Oeufs durs piquants;sel, huile d'olive, piment, thym, oignon, tomate, oeuf, tomates pelées, ail
entree;Oeufs en meurette au vin rouge et à la moëlle;sel, poivre, sucre, oignon, carotte, vin rouge, beurre, lardons, moelle, oeuf, échalote, bouquet garni, ciboulette
entree;Oeufs et légumes mimosa;moutarde, huile d'olive, jaune d'oeuf, courgette, tomate, oeuf, macédoine, salade
entree;"Œufs mimosa de Noël & sauce Gourmet ""Truffe d’été"" Bénédicta...";Sauce Gourmet Bénédicta “Truffe d’été”, oeuf, ciboulette, cerfeuil, champignons de Paris, sel et poivre, citron
entree;Pain de légumes;carotte, fromage blanc, purée, oeuf
entree;Pain de poisson (lieu jaune et saumon);oignon, lieu jaune, saumonette, oeuf, concentré de tomates, baguette, lait
entree;Pain de poisson au fromage blanc et à la crème aux herbes;beurre, fromage blanc, poisson, blanc d'oeuf, paprika, sel, poivre, crème fraîche, Fines herbes
entree;Pain de poisson au persil;sel, beurre, persil, crème fraîche, poisson, oeuf
entree;Pain de poisson au surimi et bisque de homard;poivre, sel, surimi, oeuf, homard, crème fraîche épaisse
entree;Pain de poisson aux baies roses et à la ciboulette;sel, poivre, crème fraîche, saumon, lieu noir, ciboulette, jus de citron, baies roses, oeuf
entree;Pain de poisson aux herbes;crevette rose, sel, poivre, maïzena, poisson, échalote, herbes, oeuf, crème allégée, vin blanc, concentré de tomates
entree;Pain de poisson façon Didile;sel, poivre, beurre, gruyère râpé, crème fraîche, macédoine, oeuf, crabe, crevettes
entree;Pain de thon à la mimolette;sel, poivre, mimolette, thon, oeuf, crème fraîche épaisse, concentré de tomates
entree;Pain de thon au fromage;poivre, sel, huile, fromage râpé, levure chimique, farine, oeuf, thon, lait
entree;Panier de brick à la tomate et au fromage ail et fines herbes;huile d'olive, poivre, sel, tomate, brick, fromage ail et fines herbes, Jambon de Parme, basilic
entree;Passatini au bouillon;sel, muscade, parmesan râpé, pain, citron, oeuf
entree;pâté au genièvre;cognac, poivre, sel, foie, porc, oeuf, genièvre
entree;Pâté aux aubergines et aux oignons;oignon, aubergine, oeuf, citron
entree;Pâté aux pommes de terre au roquefort;persil, muscade, sel, poivre, crème fraîche, pomme de terre, pâte feuilletée, roquefort, jaune d'oeuf, ail
entree;Pâté de carottes au sésame;huile, farine, curry, sel, sésame, oignon, carotte, raisins secs, feta, eau
entree;Pâté de jambon aux carottes;sel, poivre, carotte, jambonneau, porc, court-bouillon
entree;Pâté de lapin;sel, poivre, vin rouge, crème fraîche, lapin entier, pâte feuilletée, oeuf, aromate
entree;Pâté de lapin à l'asacienne;sel, poivre blanc, quatre-épices, lapin, porc, foie, vin blanc, échalote, herbes de Provence, ail, crème, pain, blanc d'oeuf, jaune d'oeuf
entree;Pâté de lapin truffé cuit en croûte;sel, poivre, truffe, beurre, farine, romarin, feuille de laurier, thym, calvados, lapin, oeuf, veau, porc, lard, barde de lard, gelée
entree;Pâté de pieds de veau;épices, sel, pied de veau, olives vertes, câpres, bouquet garni, ail
entree;Pâté de Poisson;aneth, persil, tomate, mayonnaise, citron, câpres, homard, lieu noir, oeuf, concentré de tomates
entree;Pâté de poisson aux épinards;sel, poivre, crème fraîche, lieu noir, oeuf, épinards
entree;Pâté de poisson en croûte;beurre, persil, persil, sel, poivre, carotte, pâte feuilletée, lotte, gambas, fumet, échalote, cèpes, girolles, oeuf, riz, épinards, crème, saumon fumé, cerfeuil, ciboulette, jus de citron, crème liquide
entree;Pâté de pommes de terre aux poireaux;poivre, sel, poireau, pâte brisée, pomme de terre, crème semi-épaisse
entree;Pâté de pommes de terre feuilleté;poivre, sel, persil, oignon, poitrine fumée, ail, lait, pain, pâte feuilletée, pomme de terre, jaune d'oeuf
entree;pâté de saumon;persil, sel, poivre, oeuf, saumon, champignons de Paris, biscotte
entree;Pâté de saumon au paprika;sel, poivre, crème fraîche, saumon au naturel, concentré de tomates, oeuf, jus de citron, paprika, matière grasse
entree;Pâté de saumon et courgettes;aneth, courgette, saumon frais, pâte brisée, citron, crème fraîche épaisse, oeuf
entree;Pâté de saumon et de thon aux épices;gélatine, piment de Cayenne, crème fraîche, saumon fumé, thon, mayonnaise, paprika, jus de citron
entree;pâté de saumon express;sel, poivre, beurre, saumon, Saint Morêt, jus de citron
entree;Pâté de saumon fumé Guido;gélatine, saumon fumé, crème, citron, poivre de Cayenne
entree;Pâté de thon sauce ciboulette;sel, poivre, oeuf, thon, ciboulette, crème fraîche épaisse, sel, poivre, crème fraîche, fromage blanc, ciboulette
entree;Pâté de viande d'Autriche;sel, poivre, beurre tendre, jaune d'oeuf, boeuf haché, jambon, jambon fumé, pain de mie, lait
entree;Pâté de Viande de Sandy66;cognac, cumin, persil, oignon, sel, poivre, escalope de poulet, saucisse, steak, baguette, lait, jaune d'oeuf
entree;Pâté de volaille sans gras;sel, poivre, persil, thym, oignon, filet de poulet, jambon, oeuf, échalote, lait écrémé, sauge
entree;Pâté en croûte de thon et tomates séchées;poivre, emmental, moutarde, tomate séchée, pâte feuilletée, thon, crème liquide, oeuf, farine de maïs
entree;Pâté paysanne au boeuf;sel, poivre, boeuf haché, petit piment, petit piment, crème, pomme de terre
entree;Pâte ultra-rapide pour tartes salées;sel, huile d'olive, farine, eau
entree;Pâté végétal aux biscottes;levure, beurre, sel, persil, biscotte, échalote, ail, oeuf, eau
entree;Pâté végétal tricolore;sel, beurre, oignon, tomate, oeuf, basilic, ail, poivre de Cayenne, sel, petits pois, oeuf, poivre de Cayenne, sel, brocoli, oeuf, poivre de Cayenne, poivre, sel, carotte, oeuf, ail, tome de brebis, fromage, olives noires
entree;Pâtes colorées à la ricotta et betterave rouge;poivre, sel, beurre, crème fraîche, pâtes, betterave, betterave, ricotta, jus de citron, citron, basilic, basilic
entree;Pâtisson mozzarella;huile, poivre, gros sel, tomate séchée à l'huile d'olive, tomates cerise, pâtisson, mozzarella, basilic frais, herbes de Provence
entree;Pelmeni (raviolis sibériens);sel, farine, oeuf, lait, crème épaisse, eau, sel, poivre, muscade, oignon, crème fraîche, beurre, boeuf, porc, mouton
entree;petit feuilleté Basque;piment d'Espelette, tome de brebis, jambon cru, pâte feuilletée
entree;Petit soufflé très léger à la ciboulette;sel, poivre, oeuf, petit suisse, ciboulette
entree;Petites tartines d'été en poivronnade et fromage de chèvre;oignon, huile d'olive, curry, poivron, pain de mie, paprika, chèvre, basilic, salade
entree;Petits bricks au Carré Frais;noix, huile de noix, sel, poivre 5 baies, jambon cru, huile d'olive, thym, ail, brick, carré frais, noisettes, pomme, concentré de tomates, olives noires
entree;Petits cabécous rôtis au barbecue;huile, romarin, Cabécou
entree;Petits feuilletés au poireau et chèvre;piment de Cayenne, sucre roux, poireau, pâte feuilletée, fromage de chèvre, oeuf, raisins secs, citron
entree;Petits feuilletés aux 2 poissons;sel, poivre, sauce tomate, perche, bouillon, oeuf, crème liquide, pâte feuilletée
entree;Petits feuilletés aux champignons;oignon, pâte feuilletée, thon, champignons de Paris, olives noires, jaune d'oeuf
entree;Petits feuilletés de boeuf aux épinards;sel, poivre, oignon, pâte feuilletée, épinards, citron, citron vert, boeuf haché, jaune d'oeuf
entree;Petits feuilletés Provençal au tofu;sel, poivre, huile d'olive, tomate, aubergine, courgette, pâte brisée, tofu, ail, concentré de tomates, herbes de Provence
entree;Petits feuilletés quercynois;huile d'olive, pâte feuilletée, magret de canard séché, Cabécou, jaune d'oeuf, herbes de Provence
